Country,Mobile,Broadband,GDP_Growth,Education,Urbanization
West Bank and Gaza,76.5666403406424,7.93673083556539,4.08276027347105,90.1364802874113,86.5961423216016
Viet Nam,137.852422819653,21.3681380805533,8.53750046755788,93.4123434096522,37.5478515625
"Venezuela, RB",66.4667731210739,9.58036143387288,8.00091310654791,96.7906723022461,89.2132204732836
Vanuatu,81.6202730589115,1.1263520377197,5.18622862422562,81.9551276325385,22.2541249733107
Uzbekistan,105.471643327627,25.7992232452287,6.00134232203442,97.3779819618405,50.9847412109375
Uruguay,139.828801269747,33.4865565704576,4.48622703072073,121.137930191204,95.4977416992188
United States,108.785640656159,37.4887954801437,2.51237531986017,97.4734878540039,80.0324978239707
United Kingdom,119.833999505569,41.2867157729584,5.14970388522993,113.202857971191,83.0753982997505
United Arab Emirates,195.624592490241,36.8485872897377,7.51448425801082,102.380981445312,85.5147347682487
Tuvalu,98.8590872698158,4.52361889511609,0.677309361438304,92.0868890612878,63.3065768081154
Turkiye,103.720593629066,21.8230372591075,5.44122511322401,116.040176391602,89.0381164550781
Tonga,61.7257858761257,8.17387330781973,-2.12854452405193,96.996718063038,21.147219451842
Thailand,176.22279253783,17.5125815621477,2.58037874709827,88.0661686868399,59.742374420166
Tajikistan,63.8442080716763,0.585196433548591,8.00000033846364,90.888637681585,26.1957126615618
Syrian Arab Republic,78.6567844526885,7.16283326639858,0.732781301861365,39.6268081665039,72.6124992370605
Switzerland,123.971228075124,46.6747503634479,3.04406102969423,103.392356872559,84.9206266284521
Sweden,140.781664517726,40.6093424279832,1.25543620445816,139.406524658203,88.4038576504809
Suriname,149.052255906952,20.0260284612076,2.40622235601218,78.0214761948254,65.8985443115234
St. Vincent and the Grenadines,102.334241420536,28.9967269662701,3.1108330034352,128.182294394971,47.585897833353
St. Lucia,98.6676436534083,13.571912004072,20.3884431828414,87.6844863891602,29.097678526676
St. Kitts and Nevis,116.923933289088,46.7447387013209,10.4804941546807,119.88360814743,31.6156404983167
Sri Lanka,151.72675762805,9.63609972688813,-7.34919301306745,88.1918156520303,19.9877933196367
Spain,123.399528756795,35.7846414290159,6.37031712129601,119.646171569824,79.9548794567814
South Africa,160.728511675754,3.12297476001713,2.05813661692193,104.535066506498,63.4766699210327
Slovenia,126.45918075971,32.0104972135392,2.66850555542486,107.874809265137,55.3377817873563
Slovak Republic,136.029289645522,33.9988127597088,0.544591632137454,92.2043075561523,53.1902831072528
Singapore,173.005291258141,27.5510032505086,4.10800021897151,103.009804103267,100.0
Seychelles,163.429518331448,29.8314239734867,12.7104688902836,76.8818747010999,44.9108209981157
Serbia,129.813149647571,29.3457941392192,2.70347705543654,91.9540023803711,61.9013813540396
Senegal,118.150293497239,1.40365165848276,3.85043193735768,45.3756792066535,53.4435061024348
Saudi Arabia,149.79788255308,41.8230078726101,12.0005874752929,122.158039993668,84.1349430023993
San Marino,120.269873863303,35.7876210032268,7.89844145767604,61.6779239246356,97.1141889380465
Rwanda,80.5952224850433,0.349951615372613,8.16120720872912,44.1547093958443,27.7806702737761
Russian Federation,168.475831268436,24.6345568628262,-1.43588213859842,92.7729443625069,74.8544893625017
Romania,121.14194294167,33.2115600895132,4.18771305104109,83.0334701538086,52.1634832477272
Qatar,162.248539735277,12.6414412670206,4.18497018544697,102.968360766419,99.243997525719
Portugal,122.80130896654,42.937003513367,6.98584137580278,120.926139831543,61.1259255772782
Poland,137.002148115476,23.8373449056172,5.25545697386036,108.48217010498,59.8315488048321
Philippines,147.428926406785,7.63946525096298,7.58098212785563,92.291271176651,54.7902343568327
Peru,124.119322949561,9.45023631953673,2.8090335533015,103.591468811035,84.3663554951194
Paraguay,128.088057269442,11.1527995711537,0.176038366149214,82.3071472143291,68.6396537819458
Palau,135.142744523903,6.993637029112,1.51267904038146,89.0526315789474,79.1134831712956
Pakistan,79.1050539061512,1.28371909626329,4.7781068690358,40.4177656413012,38.3740439760816
Oman,136.800571561762,10.8833264083829,7.98570728354278,91.9645458184777,80.0117053152301
Norway,111.657196221742,45.6644653158508,3.24622860260932,119.442527770996,82.9563661816034
North Macedonia,111.303079555687,28.0035734605346,2.75888415332967,91.4516372680664,61.9530566607267
New Zealand,115.984187800849,36.3044927893768,3.49638686458842,114.774932861328,83.8547305017812
Netherlands,115.8205562749,43.5643185557355,5.00723455159611,138.767501831055,94.9856177734136
Nepal,121.1144874334,8.51809813593178,5.6313145568451,84.1026475876285,66.2992968721053
Nauru,87.1705787645115,9.95678332344717,2.87769784172609,92.7814636230469,100.0
Namibia,100.557816104444,3.29190749644768,5.3987247803654,81.8163691171532,49.5291037671807
Morocco,141.870002419562,6.47150166958379,1.81269242194809,84.4553724029251,62.5118468550703
Montenegro,207.278149444886,31.8922375082974,7.73954689516201,92.1609725952148,65.4012965440866
Mongolia,142.808581769425,12.9008288504333,5.0327096366527,93.5508272676123,69.783805847168
Moldova,137.182551887592,26.317794331222,-4.6000000255323,97.6136725974109,42.4048843383789
Mexico,105.720624125765,20.6070256426489,3.70975709163623,98.3576583862305,79.199683215791
Marshall Islands,39.7060658232902,2.35047533498016,-0.700563926576777,91.7037811279297,77.9855966195187
Malta,132.861156549134,43.4449972737186,2.48309993837792,101.95467376709,95.6003155132879
Maldives,136.458655310185,17.3997244832152,13.8260895184139,73.5234576648616,41.0641769690663
Malaysia,138.208441079076,12.1753566089982,9.03173723044451,78.8341986282999,75.9741357073003
Malawi,59.6495709408963,0.0724060330808983,0.921115069005936,35.5084899925617,16.7146031979436
"Macao SAR, China",172.244717160072,29.6066193799726,-18.956941494497,90.2211838006231,100.0
Luxembourg,139.651285065505,38.3269581349215,-1.0974168968152,107.83975982666,94.7605400940185
Lithuania,135.834150715729,28.4400438919259,2.53752574011534,106.918357849121,68.2866452426813
Lebanon,74.0148340435503,7.29166684799988,-0.621678970663112,64.5017084327233,90.206313713022
Latvia,115.202627450543,25.989241189689,1.90853419029801,104.764526367188,68.2570218109034
Lao PDR,63.3546046458219,2.38186047453058,2.70742652643155,56.8782044614964,38.0682382805397
"Korea, Rep.",148.68360770138,45.4542124182774,2.72756456708991,97.8181304931641,81.1624941626873
Kiribati,49.1120496056535,0.0689819037472503,4.56632593100372,88.6853008111105,60.5739126559419
Kenya,121.168999135357,1.47646942688922,4.85998104287999,83.7738192286218,31.4307820066946
Kazakhstan,125.641583521795,14.4739535470844,3.19999999970734,94.0433413378673,61.444157327248
Jordan,67.7457074341635,7.0736531298176,2.64743514912058,90.9912658899133,92.4048379066163
Japan,168.602943650636,36.8414210393741,0.941998775483285,101.38200378418,91.9776532428406
Jamaica,105.762018411183,14.9601781381994,6.43930323656186,82.8584671020508,57.9879906034775
Italy,131.673965640047,31.19136706407,4.82117669913565,101.353858947754,69.4839779766539
Israel,151.1379631075,29.1676695245416,6.26326343841286,98.5873031616211,91.4979834273327
Ireland,110.608851322579,31.5362809040128,7.51113888415304,130.604965209961,63.8920250215059
"Iran, Islamic Rep.",162.712943709127,12.2102486068411,4.35281087521344,85.6060028076172,76.3342208862305
Indonesia,122.873012230307,4.82151507878823,5.30719722664799,97.8167602714893,57.4934704226599
India,80.1818007717416,2.35231555917724,7.60936497768895,81.1778608399708,34.7555673994206
Iceland,120.114839781678,37.4212579793667,8.82069395623492,112.589393615723,94.1787071228028
Hungary,105.793848314995,36.5338104764554,4.15238057779229,102.851913452148,70.1585064243445
"Hong Kong SAR, China",292.80765987826,39.9517808600821,-3.68378414495199,106.185208398621,100.0
Honduras,75.8551423411907,4.40980164894983,4.14356194013767,53.8605804443359,57.8364689017254
Guatemala,115.156435692604,5.02439029583182,4.18451817243695,45.8926232164663,55.2581228215265
Greece,109.026956114201,42.923040428409,5.52198580589408,106.599418640137,78.5502190980809
Ghana,120.803416027053,0.62494509663475,3.80484980952164,77.8168696801948,57.250609602871
Germany,124.158264349285,44.6186317766404,1.8092581243061,100.81729888916,81.7867852780995
Georgia,154.013561773213,28.3337075311796,10.9585321385624,103.710205488304,60.0101622679115
France,115.950519429629,48.250226559098,2.71676264185913,104.316436767578,78.7591921123356
Finland,128.023293416281,34.2951599474189,0.763041912763526,144.852462768555,73.6967597835949
Fiji,111.749120643187,2.53376577893503,17.7451269773594,95.3068339697491,58.1352701465266
Estonia,152.270772859015,39.7219150412824,-1.22616966587796,112.551849365234,70.4892333736738
El Salvador,183.248955984561,9.73832698625659,2.95461516549889,65.2267824913058,74.1465021298679
Ecuador,98.1309025742238,15.1128846850944,5.86842354862311,94.1335305764161,63.0901835932266
Dominican Republic,90.3760163850377,10.6744492390257,5.23795652902595,76.5283197247412,72.4203155643711
Dominica,85.1898961482058,20.86014425523,10.3968076616121,105.387588500977,72.682648635692
Denmark,126.48354098254,44.8863644064006,0.443832614908331,130.326995849609,88.3880239837703
Czechia,128.105295003482,37.7136856539825,2.8471706583814,102.935562133789,72.6967638379524
Cyprus,146.71583605521,36.7656727425982,8.27372597293814,103.827629089355,66.6694829407584
Cuba,68.7180442358013,2.89200005063374,1.77465227724316,103.627148989561,77.1056060791016
Croatia,114.677195729643,27.6606739600213,7.29445343642668,105.577796936035,56.9977571733605
Cote d'Ivoire,161.231833444196,1.25179133069312,6.39988362720531,54.0714108290486,52.8492549676673
Costa Rica,136.518375013406,21.7575979999075,4.55149177958398,131.907592773438,78.4405687613972
Comoros,100.549036907747,0.219375008990779,2.60301031927843,54.8057289123535,32.7746035528748
Colombia,156.195161137443,17.007465545983,7.32827729427979,101.573776245117,78.0464633137335
Chile,135.114280974065,22.7901897178525,2.15399356192458,106.068328857422,88.6395352768685
Cayman Islands,139.314997695241,56.3604363676998,5.77566708028824,85.6012268066406,100.0
Canada,91.2386689983444,42.1792116530791,4.18903628100851,107.467987060547,82.3500897353968
Cameroon,89.8274190453067,2.12862474053,3.7367840056412,45.6066724321371,54.8458745688318
Cambodia,113.391506572248,2.9638308346303,5.12990110773977,55.1346812645406,40.374616187368
Cabo Verde,113.247367438782,6.56769429388869,15.843675684642,96.4315940376876,75.033738060849
Burkina Faso,113.996146792235,0.214398323020291,1.62673258211919,33.6212866168282,27.2791369742712
Bulgaria,116.679163253179,34.9667968772891,4.0838640915123,96.6720733642578,73.4799164005224
Brazil,101.245468903076,20.9534469027015,3.01669435408112,105.702369689941,87.349556243881
Bosnia and Herzegovina,118.944352880459,27.3190356221695,4.22681333390325,87.0373992919922,51.0215287060993
Bolivia,101.57150434614,10.9975247479663,3.74741781241461,90.3729338176816,70.6352598708131
Bhutan,95.129809428439,0.631823734751842,5.21386783786224,89.9829129407455,40.9365143617581
Benin,105.745019386968,0.153072411564925,6.25294705373625,43.5606498718262,50.9627000010887
Belize,67.1750266305468,9.75385677359442,9.25051329530994,87.4381668552162,42.1373251262137
Belgium,101.680355820653,43.5657139519422,3.9562379757933,142.918075561523,87.489200269855
Belarus,128.314999383533,34.0671782490739,-4.65839591328999,99.0602032881737,78.4732787892908
Barbados,114.580721030894,37.4843261853654,17.2264626793379,104.222328186035,59.3538514107686
Bangladesh,109.8665408168,7.17020479104462,7.09982877575158,67.0384586440383,31.673734726234
Bahrain,139.636142863944,18.0025680504011,6.18016125475185,103.393222951005,100.0
Azerbaijan,107.506296074404,20.3655958095069,4.71468033247649,90.9530364179442,58.4382815854684
Austria,121.16645744796,29.2342573265435,5.33096379400371,101.458000183105,68.998085127906
Australia,109.469171081514,36.3933201898066,4.25304559238732,133.277267456055,87.3343268253813
Aruba,130.647974615427,17.4862221892338,10.6364309604414,131.802169799805,61.8811657924257
Armenia,130.540072214196,17.7300708049016,12.5999999997766,91.7106609922965,65.5624462874485
Argentina,131.483556254876,24.6831785056628,6.02074537534855,114.14811706543,92.112838186126
Antigua and Barbuda,200.540715208962,10.6818181818182,9.10780623385958,107.799908772997,24.5114484000414
Andorra,142.426447525249,51.2050686907973,9.56461225648184,98.5098724365234,88.7548766267286
Algeria,107.787115922596,10.3517244580598,3.60000000094915,104.550270080566,74.1795862354514
Albania,98.3950391992101,20.6989441252111,4.8268006234359,97.3224714726407,57.8643477747383
World,108.0,17.73,3.40305483746891,77.5006103515625,57.0703302851395
Upper middle income,124.1,27.95,3.45482027640853,95.3135375976562,68.9205465422319
Sub-Saharan Africa (IDA & IBRD countries),87.6,0.56,4.06140756050381,45.4347686767578,43.1554770877868
Sub-Saharan Africa (excluding high income),91.0,0.57,3.98372703715637,45.4329109191895,45.4749158289618
Sub-Saharan Africa,87.6,0.56,4.0614075605038,45.4347686767578,43.1554770877868
South Asia (IDA & IBRD),85.0,3.06,7.10115392630797,79.9404983520508,34.8137520955194
South Asia,85.0,3.06,7.10115392630797,79.9404983520508,34.8137520955194
Small states,117.2,16.0,7.43586182979632,75.5592727661133,51.5222800598785
Pre-demographic dividend,86.7805674982389,1.19081236893756,4.67657631651596,44.3046188354492,44.4479498791233
Post-demographic dividend,124.353057874527,39.0196852558533,2.79274034092423,104.075889587402,80.93281887999
Other small states,124.936732236042,15.0229009243791,4.35703581894087,73.5171127319336,54.4367375147273
OECD members,122.304805090448,34.8799350889749,3.09501591343317,105.27172088623,80.9495516047505
North America,107.0,37.97,2.64058278650343,98.3612213134766,80.2778760108654
Middle income,108.260864694504,15.825640378637,4.00728998415605,79.2273635864258,54.2809961716245
"Middle East, North Africa, Afghanistan & Pakistan",101.5,8.53,6.4465289217368,62.4220314025879,55.12536380356
Lower middle income,93.6,3.87,6.24089400201116,68.8880081176758,40.7971368007104
Low income,62.5,0.48,3.35759142339809,41.4288291931152,36.4160805989563
Low & middle income,104.401559003568,14.5372793849357,3.99985001578578,74.0918502807617,52.6396704057543
Least developed countries: UN classification,78.7,1.67,4.75099901471465,47.1495704650879,35.2589263540141
Latin America & the Caribbean (IDA & IBRD countries),110.6,17.79,4.11782588294032,96.9736022949219,80.8195255101746
Latin America & Caribbean (excluding high income),110.4,17.6,3.94705326197962,96.8845901489258,80.294444140205
Latin America & Caribbean,109.9,17.57,4.08489707535257,97.0838012695312,80.8277327769
Late-demographic dividend,126.745828074436,34.579321506941,3.28700376545595,93.5337371826172,66.5775786046606
IDA total,86.6,2.09,4.5456383570682,48.4808082580566,39.7708012570462
IDA only,81.8,2.0,4.30600397002792,49.1855697631836,35.5511339217003
IDA blend,95.5,2.25,4.79819828416285,47.5066413879395,47.6330129185198
IDA & IBRD total,105.2,14.29,3.826133077696,74.3354263305664,52.8148643869515
IBRD only,112.2,18.89,3.77001425774101,88.6169586181641,57.7552337954716
High income,131.3,36.18,3.04532150391607,103.741172790527,79.9046308853316
Heavily indebted poor countries (HIPC),76.7140221946963,0.684833455807485,4.87387497765388,41.903938293457,36.9472479538651
Fragile and conflict affected situations,78.4,2.2,1.62071663646512,47.2565994262695,45.5264138281594
European Union,123.687099666304,38.6802657254509,3.56155233245134,107.638740539551,74.7659603902094
Europe & Central Asia (IDA & IBRD countries),131.1,22.66,1.95197902081507,98.0531005859375,68.9112783282391
Europe & Central Asia (excluding high income),110.0,20.13,3.07901753477167,99.5128402709961,68.1628939259503
Europe & Central Asia,126.6,31.57,3.39087777130356,103.31950378418,73.7292682667978
Euro area,123.504922574754,40.8890630672494,3.6592192433758,108.442291259766,77.1544577812445
East Asia & Pacific (IDA & IBRD countries),126.8,30.76,3.54808390633288,90.1412811279297,60.8301827838521
East Asia & Pacific (excluding high income),125.5,30.38,3.54811147025214,90.1883010864258,60.8593968560328
East Asia & Pacific,128.7,31.12,2.9996184966993,91.2770309448242,63.6828244393002
Early-demographic dividend,96.3653995383414,5.98967585553685,6.0211900577017,77.2122268676758,46.6969243405166
Central Europe and the Baltics,124.683360007648,29.5807948378636,4.04227221314892,100.121192932129,61.5935240282645
Arab World,102.925568544421,11.9963102299597,7.00775934349392,69.4561386108398,59.3339325148117
Africa Western and Central,102.1,0.41,4.47279468511532,45.6372985839844,51.6816941134779
Africa Eastern and Southern,77.7,0.67,3.72271692296214,45.2816200256348,37.3605781096471
